time,target,q,dq,tau
3.81,-11.241667557042623,-18.70828585047732,19.24237872510474,183.14049149210842
3.8200000000000003,-10.716535899579915,-18.497771350484204,21.051449999311615,180.9071274206875
3.83,-10.180828315007444,-18.269402123235878,22.836922724832597,178.54727255209826
3.84,-9.635073482034326,-18.023426949671244,24.597517356463555,176.05946316309576
3.85,-9.079809994790928,-17.760107526124887,26.331942354635657,173.44249981721038
3.86,-8.51558583130148,-17.479718557276495,28.038896884839072,170.6954530203414
3.87,-7.942957812695611,-17.18254782168307,29.717073559342673,167.81766745035998
3.88,-7.362491053693562,-16.86889620960405,31.365161207902133,164.8087648559462
3.89,-6.774758404905833,-16.539077732953377,32.981847665067164,161.66864571650302
3.9,-6.180339887498958,-16.193419507327533,34.56582256258422,158.39748975170562
3.91,-5.5798221207845975,-15.832261706165133,36.11578011624009,154.99575536558655
3.92,-4.973797743297112,-15.45595748719207,37.63042189730635,151.46417810662592
3.93,-4.362864827930836,-15.064872891396838,39.10845957952319,147.80376822168444
3.94,-3.747626291714516,-14.6593867148638,40.54861765330387,144.01580737806825
3.95,-3.1286893008046097,-14.239890353868319,41.94963609954812,140.10184462442544
3.96,-2.5066646712860803,-13.806787623707066,43.310273016125166,136.06369165770428
3.97,-1.8821662663702854,-13.360494551799835,44.62930719072314,131.90341745979765
3.98,-1.2558103905862703,-12.901439145656179,45.9055406143656,127.62334236424613
3.99,-0.6282151815625721,-12.430061136351538,47.13780093046399,123.22603160983931
4.0,-9.797174393178826e-15,-11.946811698203417,48.32494381481207,118.71428843480845
4.01,0.6282151815625525,-11.452153145379091,49.46585528243257,114.09114676204968
4.0200000000000005,1.255810390586286,-10.94655860620249,50.559453917660136,109.35986352275643
4.03,1.8821662663703012,-10.430511675959606,51.60469302428851,104.52391066283741
4.04,2.5066646712860607,-9.90450604902936,52.600562693024614,99.58696687361032
4.05,3.12868930080459,-9.36904513119056,53.54609178387986,94.5529090855249
4.0600000000000005,3.747626291714497,-8.824641632975666,54.44034982148945,89.42580376095884
4.07,4.362864827930852,-8.27181714495881,55.28244880168558,84.20989801961366
4.08,4.9737977432970935,-7.711101695879191,56.07154490796186,78.90961062762722
4.09,5.579822120784579,-7.143033294511653,56.80684013675381,73.52952287919561
4.1,6.180339887498905,-6.568157456204387,57.48758383072655,68.07436939727347
4.11,6.774758404905849,-5.987026715009332,58.11307411950554,62.54902887789922
4.12,7.362491053693542,-5.400200122334206,58.68265926751258,56.95851480070371
4.13,7.942957812695593,-4.808242733046454,59.19573892877519,51.30796612626159
4.14,8.515585831301431,-4.211725079958766,59.651765308768695,45.60263799935046
4.15,9.079809994790942,-3.611222637623547,60.05024423352192,39.84789247532285
